num,timestamp,time_diff,packet_size,packet_direct,tcp_seq,tcp_size,tcp_ack,nvme_packet_type,nvme_packet_pdo,nvme_packet_plen,nvme_cid,nvme_opc,remain_data
10935,1732679428.4383655,3.5762786865234375e-05,68,1,2592424710,0,3986006899,-1,-1,-1,-1,-1,0
10936,1732679428.4384472,8.177757263183594e-05,68,1,2592424710,0,3986024507,-1,-1,-1,-1,-1,0
10937,1732679428.438557,0.00010967254638671875,92,1,2592424710,24,3986024507,5,0,24,85,-1,0
10938,1732679428.4816308,0.04307389259338379,68,0,3986024507,0,2592424734,-1,-1,-1,-1,-1,0
10939,1732679429.3769217,0.8952908515930176,140,0,1403813583,72,702016813,4,0,72,57411,2,0
10940,1732679429.3833992,0.0064775943756103516,1516,1,702016813,1448,1403813655,-1,-1,-1,-1,-1,0
10941,1732679429.3834493,5.0067901611328125e-05,1516,1,702018261,1448,1403813655,-1,-1,-1,-1,-1,0
10942,1732679429.3834763,2.6941299438476562e-05,1316,1,702019709,1248,1403813655,7,24,4120,57411,-1,1
10942,1732679429.3834763,0.0,1316,1,702019709,1248,1403813655,5,0,24,57411,-1,0
10943,1732679429.385862,0.002385854721069336,68,0,1403813655,0,702019709,-1,-1,-1,-1,-1,0
10944,1732679429.385862,0.0,68,0,1403813655,0,702020957,-1,-1,-1,-1,-1,0
10945,1732679429.5817676,0.19590544700622559,140,0,1403813655,72,702020957,4,0,72,57413,2,0
10946,1732679429.581768,4.76837158203125e-07,140,0,1403813727,72,702020957,4,0,72,57412,2,0
10947,1732679429.581768,0.0,140,0,1403813727,72,702020957,-1,-1,-1,-1,-1,0
10948,1732679429.581823,5.507469177246094e-05,80,1,702020957,0,1403813799,-1,-1,-1,-1,-1,0
10949,1732679429.5821505,0.0003273487091064453,1516,1,702020957,1448,1403813799,-1,-1,-1,-1,-1,0
10950,1732679429.582188,3.743171691894531e-05,1516,1,702022405,1448,1403813799,-1,-1,-1,-1,-1,0
10951,1732679429.5822785,9.059906005859375e-05,1516,1,702023853,1448,1403813799,7,24,4120,57412,-1,1
10951,1732679429.5822785,0.0,1516,1,702023853,1448,1403813799,5,0,24,57412,-1,0
10952,1732679429.5822933,1.4781951904296875e-05,1516,1,702025301,1448,1403813799,-1,-1,-1,-1,-1,0
10953,1732679429.5823045,1.1205673217773438e-05,1516,1,702026749,1448,1403813799,-1,-1,-1,-1,-1,0
10954,1732679429.5823157,1.1205673217773438e-05,1116,1,702028197,1048,1403813799,7,24,4120,57413,-1,1
10954,1732679429.5823157,0.0,1116,1,702028197,1048,1403813799,5,0,24,57413,-1,0
10955,1732679429.5841117,0.0017960071563720703,68,0,1403813799,0,702023853,-1,-1,-1,-1,-1,0
10956,1732679429.584112,2.384185791015625e-07,68,0,1403813799,0,702029245,-1,-1,-1,-1,-1,0
10957,1732679429.584112,0.0,4236,0,1403813799,4168,702029245,4,72,4168,61510,1,0
10958,1732679429.5841973,8.535385131835938e-05,68,1,702029245,0,1403817967,-1,-1,-1,-1,-1,0
10959,1732679429.584344,0.00014662742614746094,92,1,702029245,24,1403817967,5,0,24,61510,-1,0
10960,1732679429.6265635,0.04221963882446289,68,0,1403817967,0,702029269,-1,-1,-1,-1,-1,0
10961,1732679429.8891497,0.2625861167907715,2964,0,3986024507,2896,2592424734,-1,-1,-1,-1,-1,0
10962,1732679429.88915,2.384185791015625e-07,7308,0,3986027403,7240,2592424734,-1,-1,-1,-1,-1,0
10963,1732679429.88915,0.0,4412,0,3986034643,4344,2592424734,-1,-1,-1,-1,-1,0
10964,1732679429.8892112,6.127357482910156e-05,1516,0,3986038987,1448,2592424734,-1,-1,-1,-1,-1,0
10965,1732679429.8892453,3.409385681152344e-05,68,1,2592424734,0,3986040435,-1,-1,-1,-1,-1,0
10966,1732679429.8908055,0.001560211181640625,596,0,3986040435,528,2592424734,4,72,16456,87,1,0
10967,1732679429.8910806,0.0002751350402832031,92,1,2592424734,24,3986040963,5,0,24,87,-1,0
10968,1732679429.8928392,0.001758575439453125,68,0,3986040963,0,2592424758,-1,-1,-1,-1,-1,0
10969,1732679430.606147,0.7133078575134277,2964,0,1403817967,2896,702029269,-1,-1,-1,-1,-1,0
10970,1732679430.6061478,7.152557373046875e-07,7308,0,1403820863,7240,702029269,-1,-1,-1,-1,-1,0
10971,1732679430.606148,2.384185791015625e-07,2292,0,1403828103,2224,702029269,4,72,12360,61511,1,0
10972,1732679430.6062126,6.461143493652344e-05,1516,0,1403817967,1448,702029269,-1,-1,-1,-1,-1,0
10973,1732679430.6062129,2.384185791015625e-07,844,0,1403829551,776,702029269,-1,-1,-1,-1,-1,0
10974,1732679430.6062324,1.9550323486328125e-05,80,1,702029269,0,1403830327,-1,-1,-1,-1,-1,0
10975,1732679430.6062863,5.3882598876953125e-05,80,1,702029269,0,1403830327,-1,-1,-1,-1,-1,0
10976,1732679430.6125777,0.006291389465332031,92,1,702029269,24,1403830327,5,0,24,61511,-1,0
10977,1732679430.614225,0.0016472339630126953,68,0,1403830327,0,702029293,-1,-1,-1,-1,-1,0
10978,1732679430.6142251,2.384185791015625e-07,140,0,1403830327,72,702029293,4,0,72,53320,1,0
10979,1732679430.614354,0.00012874603271484375,92,1,702029293,24,1403830399,9,0,24,-1,-1,0
10980,1732679430.6162498,0.001895904541015625,2964,0,1403830399,2896,702029317,-1,-1,-1,-1,-1,0
10981,1732679430.6163287,7.891654968261719e-05,68,1,702029317,0,1403833295,-1,-1,-1,-1,-1,0
10982,1732679430.6167588,0.00043010711669921875,8756,0,1403833295,8688,702029317,-1,-1,-1,-1,-1,0
10983,1732679430.6167593,4.76837158203125e-07,13100,0,1403841983,13032,702029317,-1,-1,-1,-1,-1,0
10984,1732679430.6168272,6.794929504394531e-05,2964,0,1403855015,2896,702029317,-1,-1,-1,-1,-1,0
10985,1732679430.6169393,0.00011205673217773438,68,1,702029317,0,1403857911,-1,-1,-1,-1,-1,0
10986,1732679430.6189232,0.0019838809967041016,5860,0,1403857911,5792,702029317,-1,-1,-1,-1,-1,0
10987,1732679430.6189237,4.76837158203125e-07,7748,0,1403863703,7680,702029317,6,24,40984,-1,-1,0
10988,1732679430.6190517,0.00012803077697753906,68,1,702029317,0,1403871383,-1,-1,-1,-1,-1,0
10989,1732679430.619244,0.00019240379333496094,92,1,702029317,24,1403871383,5,0,24,53320,-1,0
10990,1732679430.6211464,0.0019023418426513672,140,0,1403871383,72,702029341,4,0,72,41033,0,0
10991,1732679430.6221051,0.0009586811065673828,92,1,702029341,24,1403871455,5,0,24,41033,-1,0
10992,1732679430.6240203,0.0019152164459228516,4236,0,1403871455,4168,702029365,4,72,4168,57417,1,0
10993,1732679430.624096,7.557868957519531e-05,68,1,702029365,0,1403875623,-1,-1,-1,-1,-1,0
10994,1732679430.626133,0.00203704833984375,92,1,702029365,24,1403875623,5,0,24,57417,-1,0
10995,1732679430.6683571,0.04222416877746582,68,0,1403875623,0,702029389,-1,-1,-1,-1,-1,0
10996,1732679430.7157595,0.047402381896972656,140,0,3986040963,72,2592424758,4,0,72,61528,0,0
10997,1732679430.71576,4.76837158203125e-07,140,0,3986040963,72,2592424758,-1,-1,-1,-1,-1,0
10998,1732679430.7158105,5.054473876953125e-05,80,1,2592424758,0,3986041035,-1,-1,-1,-1,-1,0
10999,1732679430.7160065,0.00019598007202148438,92,1,2592424758,24,3986041035,5,0,24,61528,-1,0
11000,1732679430.7177424,0.0017359256744384766,68,0,3986041035,0,2592424782,-1,-1,-1,-1,-1,0
11001,1732679430.7177427,2.384185791015625e-07,4236,0,3986041035,4168,2592424782,4,72,4168,45152,1,0
11002,1732679430.7178388,9.608268737792969e-05,4236,0,3986045203,4168,2592424782,4,72,4168,53343,1,0
11003,1732679430.7178388,0.0,4236,0,3986049371,4168,2592424782,4,72,4168,45150,1,0
11004,1732679430.717839,2.384185791015625e-07,1516,0,3986053539,1448,2592424782,-1,-1,-1,-1,-1,0
11005,1732679430.7178895,5.054473876953125e-05,68,1,2592424782,0,3986054987,-1,-1,-1,-1,-1,0
11006,1732679430.7180889,0.00019931793212890625,140,1,2592424782,72,3986054987,5,0,24,45152,-1,1
11006,1732679430.7180889,0.0,140,1,2592424782,72,3986054987,5,0,24,53343,-1,1
11006,1732679430.7180889,0.0,140,1,2592424782,72,3986054987,5,0,24,45150,-1,0
11007,1732679430.7195308,0.00144195556640625,2788,0,3986054987,2720,2592424782,4,72,4168,53341,1,0
11008,1732679430.7195995,6.866455078125e-05,68,1,2592424854,0,3986057707,-1,-1,-1,-1,-1,0
11009,1732679430.7197182,0.00011873245239257812,92,1,2592424854,24,3986057707,5,0,24,53341,-1,0
11010,1732679430.7198262,0.00010800361633300781,4236,0,3986057707,4168,2592424782,4,72,4168,57436,1,0
11011,1732679430.7198265,2.384185791015625e-07,4236,0,3986061875,4168,2592424782,4,72,4168,61531,1,0
11012,1732679430.7198265,0.0,4236,0,3986066043,4168,2592424782,4,72,4168,61530,1,0
11013,1732679430.719915,8.845329284667969e-05,8332,0,3986070211,8264,2592424782,4,72,8264,89,1,0
11014,1732679430.7199445,2.956390380859375e-05,68,1,2592424878,0,3986078475,-1,-1,-1,-1,-1,0
11015,1732679430.720175,0.00023055076599121094,140,1,2592424878,72,3986078475,5,0,24,57436,-1,1
11015,1732679430.720175,0.0,140,1,2592424878,72,3986078475,5,0,24,61531,-1,1
11015,1732679430.720175,0.0,140,1,2592424878,72,3986078475,5,0,24,61530,-1,0
11016,1732679430.7202115,3.647804260253906e-05,92,1,2592424950,24,3986078475,5,0,24,89,-1,0
11017,1732679430.7215576,0.0013461112976074219,68,0,3986078475,0,2592424878,-1,-1,-1,-1,-1,0
11018,1732679430.721558,4.76837158203125e-07,68,0,3986078475,0,2592424974,-1,-1,-1,-1,-1,0
11019,1732679431.322599,0.6010408401489258,140,0,1403875623,72,702029389,4,0,72,61514,2,0
11020,1732679431.3289793,0.006380319595336914,1516,1,702029389,1448,1403875695,-1,-1,-1,-1,-1,0
11021,1732679431.3290305,5.125999450683594e-05,1516,1,702030837,1448,1403875695,-1,-1,-1,-1,-1,0
11022,1732679431.3290696,3.910064697265625e-05,1316,1,702032285,1248,1403875695,7,24,4120,61514,-1,1
11022,1732679431.3290696,0.0,1316,1,702032285,1248,1403875695,5,0,24,61514,-1,0
11023,1732679431.3309476,0.0018780231475830078,68,0,1403875695,0,702032285,-1,-1,-1,-1,-1,0
11024,1732679431.3309479,2.384185791015625e-07,68,0,1403875695,0,702033533,-1,-1,-1,-1,-1,0
11025,1732679431.330948,2.384185791015625e-07,140,0,1403875695,72,702033533,4,0,72,57421,2,0
11026,1732679431.330948,0.0,140,0,1403875767,72,702033533,4,0,72,53324,2,0
11027,1732679431.330948,0.0,140,0,1403875839,72,702033533,4,0,72,57419,2,0
11028,1732679431.3311331,0.0001850128173828125,68,1,702033533,0,1403875911,-1,-1,-1,-1,-1,0
11029,1732679431.3312385,0.00010538101196289062,1516,1,702033533,1448,1403875911,-1,-1,-1,-1,-1,0
11030,1732679431.331263,2.4557113647460938e-05,1516,1,702034981,1448,1403875911,-1,-1,-1,-1,-1,0
11031,1732679431.3313048,4.172325134277344e-05,1516,1,702036429,1448,1403875911,7,24,4120,57421,-1,1
11031,1732679431.3313048,0.0,1516,1,702036429,1448,1403875911,5,0,24,57421,-1,0
11032,1732679431.3313167,1.1920928955078125e-05,1516,1,702037877,1448,1403875911,-1,-1,-1,-1,-1,0
11033,1732679431.331328,1.1205673217773438e-05,1516,1,702039325,1448,1403875911,-1,-1,-1,-1,-1,0
11034,1732679431.3313398,1.1920928955078125e-05,1516,1,702040773,1448,1403875911,-1,-1,-1,-1,-1,0
11035,1732679431.3313506,1.0728836059570312e-05,1516,1,702042221,1448,1403875911,-1,-1,-1,-1,-1,0
11036,1732679431.3324575,0.0011069774627685547,1516,1,702043669,1448,1403875911,-1,-1,-1,-1,-1,0
11037,1732679431.332486,2.8371810913085938e-05,868,1,702045117,800,1403875911,7,24,8216,53324,-1,1
11037,1732679431.332486,0.0,868,1,702045117,800,1403875911,5,0,24,53324,-1,0
11038,1732679431.3325078,2.193450927734375e-05,1516,1,702045917,1448,1403875911,-1,-1,-1,-1,-1,0
11039,1732679431.33369,0.0011820793151855469,68,0,1403875911,0,702036429,-1,-1,-1,-1,-1,0
11040,1732679431.3336904,4.76837158203125e-07,68,0,1403875911,0,702040773,-1,-1,-1,-1,-1,0
11041,1732679431.3336904,0.0,4236,0,1403875911,4168,702043669,4,72,4168,49230,1,0
11042,1732679431.3337471,5.6743621826171875e-05,1516,1,702047365,1448,1403875911,-1,-1,-1,-1,-1,0
11043,1732679431.3337846,3.743171691894531e-05,1316,1,702048813,1248,1403875911,7,24,4120,57419,-1,1
11043,1732679431.3337846,0.0,1316,1,702048813,1248,1403875911,5,0,24,57419,-1,0
11044,1732679431.3338525,6.794929504394531e-05,68,1,702050061,0,1403880079,-1,-1,-1,-1,-1,0
11045,1732679431.3339975,0.00014495849609375,92,1,702050061,24,1403880079,5,0,24,49230,-1,0
11046,1732679431.3343675,0.000370025634765625,68,0,1403880079,0,702047365,-1,-1,-1,-1,-1,0
11047,1732679431.3354099,0.0010423660278320312,68,0,1403880079,0,702050061,-1,-1,-1,-1,-1,0
11048,1732679431.3766017,0.041191816329956055,68,0,1403880079,0,702050085,-1,-1,-1,-1,-1,0
11049,1732679431.8342297,0.4576280117034912,140,0,1403880079,72,702050085,4,0,72,53327,1,0
11050,1732679431.834349,0.00011920928955078125,92,1,702050085,24,1403880151,9,0,24,-1,-1,0
11051,1732679431.8359191,0.0015702247619628906,68,0,1403880151,0,702050109,-1,-1,-1,-1,-1,0
11052,1732679431.8359191,0.0,1516,0,1403880151,1448,702050109,-1,-1,-1,-1,-1,0
11053,1732679431.8362572,0.0003380775451660156,1516,0,1403881599,1448,702050109,-1,-1,-1,-1,-1,0
11054,1732679431.8362577,4.76837158203125e-07,7308,0,1403883047,7240,702050109,-1,-1,-1,-1,-1,0
11055,1732679431.8362577,0.0,4412,0,1403890287,4344,702050109,-1,-1,-1,-1,-1,0
11056,1732679431.836363,0.00010538101196289062,68,1,702050109,0,1403894631,-1,-1,-1,-1,-1,0
11057,1732679431.837999,0.0016360282897949219,2964,0,1403894631,2896,702050109,-1,-1,-1,-1,-1,0
11058,1732679431.8380957,9.655952453613281e-05,68,1,702050109,0,1403897527,-1,-1,-1,-1,-1,0
11059,1732679431.8382976,0.00020194053649902344,11388,0,1403897527,11320,702050109,6,24,28696,-1,-1,0
11060,1732679431.8383584,6.079673767089844e-05,68,1,702050109,0,1403908847,-1,-1,-1,-1,-1,0
11061,1732679431.838558,0.0001995563507080078,92,1,702050109,24,1403908847,5,0,24,53327,-1,0
11062,1732679431.8805156,0.04195761680603027,68,0,1403908847,0,702050133,-1,-1,-1,-1,-1,0
11063,1732679431.919479,0.03896331787109375,140,0,1403908847,72,702050133,4,0,72,45136,1,0
11064,1732679431.9195867,0.00010776519775390625,92,1,702050133,24,1403908919,9,0,24,-1,-1,0
11065,1732679431.9213984,0.0018117427825927734,68,0,1403908919,0,702050157,-1,-1,-1,-1,-1,0
11066,1732679431.9213989,4.76837158203125e-07,1516,0,1403908919,1448,702050157,-1,-1,-1,-1,-1,0
11067,1732679431.921748,0.0003490447998046875,1516,0,1403910367,1448,702050157,-1,-1,-1,-1,-1,0
11068,1732679431.9217484,4.76837158203125e-07,8756,0,1403911815,8688,702050157,-1,-1,-1,-1,-1,0
11069,1732679431.9217486,2.384185791015625e-07,8988,0,1403920503,8920,702050157,6,24,20504,-1,-1,0
11070,1732679431.9218435,9.489059448242188e-05,68,1,702050157,0,1403929423,-1,-1,-1,-1,-1,0
11071,1732679431.922021,0.0001773834228515625,92,1,702050157,24,1403929423,5,0,24,45136,-1,0
11072,1732679431.964574,0.04255318641662598,68,0,1403929423,0,702050181,-1,-1,-1,-1,-1,0
11073,1732679432.2444372,0.2798631191253662,4236,0,3986078475,4168,2592424974,4,72,4168,4177,1,0
11074,1732679432.2444377,4.76837158203125e-07,1340,0,3986081371,1272,2592424974,-1,-1,-1,-1,-1,0
11075,1732679432.2444956,5.793571472167969e-05,80,1,2592424974,0,3986082643,-1,-1,-1,-1,-1,0
11076,1732679432.250887,0.006391286849975586,92,1,2592424974,24,3986082643,5,0,24,4177,-1,0
11077,1732679432.2933433,0.04245638847351074,68,0,3986082643,0,2592424998,-1,-1,-1,-1,-1,0
11078,1732679433.1657848,0.8724415302276611,140,0,1403929423,72,702050181,4,0,72,65,1,0
11079,1732679433.1659155,0.00013065338134765625,92,1,702050181,24,1403929495,9,0,24,-1,-1,0
11080,1732679433.167802,0.001886606216430664,68,0,1403929495,0,702050205,-1,-1,-1,-1,-1,0
11081,1732679433.1678023,2.384185791015625e-07,2964,0,1403929495,2896,702050205,-1,-1,-1,-1,-1,0
11082,1732679433.1678023,0.0,1516,0,1403932391,1448,702050205,-1,-1,-1,-1,-1,0
11083,1732679433.1679173,0.00011491775512695312,5860,0,1403933839,5792,702050205,-1,-1,-1,-1,-1,0
11084,1732679433.1679173,0.0,4412,0,1403939631,4344,702050205,-1,-1,-1,-1,-1,0
11085,1732679433.16799,7.271766662597656e-05,68,1,702050205,0,1403943975,-1,-1,-1,-1,-1,0
11086,1732679433.1691847,0.0011947154998779297,2964,0,1403943975,2896,702050205,-1,-1,-1,-1,-1,0
11087,1732679433.169237,5.221366882324219e-05,68,1,702050205,0,1403946871,-1,-1,-1,-1,-1,0
11088,1732679433.1696546,0.0004177093505859375,11652,0,1403946871,11584,702050205,-1,-1,-1,-1,-1,0
11089,1732679433.1697469,9.226799011230469e-05,14548,0,1403958455,14480,702050205,-1,-1,-1,-1,-1,0
11090,1732679433.1698883,0.00014138221740722656,68,1,702050205,0,1403972935,-1,-1,-1,-1,-1,0
11091,1732679433.1711087,0.0012204647064208984,5804,0,1403972935,5736,702050205,6,24,49176,-1,-1,0
11092,1732679433.1711712,6.246566772460938e-05,68,1,702050205,0,1403978671,-1,-1,-1,-1,-1,0
11093,1732679433.177336,0.0061647891998291016,92,1,702050205,24,1403978671,5,0,24,65,-1,0
11094,1732679433.179069,0.0017330646514892578,140,0,1403978671,72,702050229,4,0,72,45122,0,0
11095,1732679433.180271,0.0012018680572509766,92,1,702050229,24,1403978743,5,0,24,45122,-1,0
11096,1732679433.1820953,0.0018243789672851562,4236,0,1403978743,4168,702050253,4,72,4168,57410,1,0
11097,1732679433.1821723,7.700920104980469e-05,68,1,702050253,0,1403982911,-1,-1,-1,-1,-1,0
11098,1732679433.184194,0.00202178955078125,92,1,702050253,24,1403982911,5,0,24,57410,-1,0
11099,1732679433.18592,0.001725912094116211,140,0,3986082643,72,2592424998,4,0,72,82,0,0
11100,1732679433.1861289,0.00020885467529296875,92,1,2592424998,24,3986082715,5,0,24,82,-1,0
11101,1732679433.1875732,0.0014443397521972656,68,0,3986082715,0,2592425022,-1,-1,-1,-1,-1,0
11102,1732679433.1875732,0.0,1516,0,3986082715,1448,2592425022,-1,-1,-1,-1,-1,0
11103,1732679433.1877728,0.0001995563507080078,1516,0,3986084163,1448,2592425022,-1,-1,-1,-1,-1,0
11104,1732679433.1877728,0.0,5436,0,3986085611,5368,2592425022,4,72,8264,4185,1,0
11105,1732679433.187773,2.384185791015625e-07,4236,0,3986090979,4168,2592425022,4,72,4168,4184,1,0
11106,1732679433.1878164,4.3392181396484375e-05,68,1,2592425022,0,3986085611,-1,-1,-1,-1,-1,0
11107,1732679433.1878972,8.082389831542969e-05,1516,0,3986095147,1448,2592425022,-1,-1,-1,-1,-1,0
11108,1732679433.18793,3.2901763916015625e-05,68,1,2592425022,0,3986096595,-1,-1,-1,-1,-1,0
11109,1732679433.188108,0.00017786026000976562,116,1,2592425022,48,3986096595,5,0,24,4185,-1,1
11109,1732679433.188108,0.0,116,1,2592425022,48,3986096595,5,0,24,4184,-1,0
11110,1732679433.1891704,0.0010623931884765625,2964,0,3986096595,2896,2592425022,-1,-1,-1,-1,-1,0
11111,1732679433.1892333,6.29425048828125e-05,68,1,2592425070,0,3986099491,-1,-1,-1,-1,-1,0
11112,1732679433.189644,0.0004107952117919922,2964,0,3986099491,2896,2592425022,-1,-1,-1,-1,-1,0
11113,1732679433.1896443,2.384185791015625e-07,5188,0,3986102387,5120,2592425022,4,72,12360,4183,1,0
11114,1732679433.1896443,0.0,4236,0,3986107507,4168,2592425070,4,72,4168,8278,1,0
11115,1732679433.1897771,0.0001327991485595703,4236,0,3986111675,4168,2592425070,4,72,4168,4181,1,0
11116,1732679433.1897771,0.0,4236,0,3986115843,4168,2592425070,4,72,4168,84,1,0
11117,1732679433.1897771,0.0,4412,0,3986120011,4344,2592425070,-1,-1,-1,-1,-1,0
11118,1732679433.1898916,0.00011444091796875,68,1,2592425070,0,3986124355,-1,-1,-1,-1,-1,0
11119,1732679433.1901147,0.0002231597900390625,164,1,2592425070,96,3986124355,5,0,24,4183,-1,1
11119,1732679433.1901147,0.0,164,1,2592425070,96,3986124355,5,0,24,8278,-1,1
11119,1732679433.1901147,0.0,164,1,2592425070,96,3986124355,5,0,24,4181,-1,1
11119,1732679433.1901147,0.0,164,1,2592425070,96,3986124355,5,0,24,84,-1,0
11120,1732679433.190874,0.0007593631744384766,3988,0,3986124355,3920,2592425070,4,72,8264,4179,1,0
11121,1732679433.1909378,6.365776062011719e-05,68,1,2592425166,0,3986128275,-1,-1,-1,-1,-1,0
11122,1732679433.1910892,0.0001513957977294922,92,1,2592425166,24,3986128275,5,0,24,4179,-1,0
11123,1732679433.1926653,0.0015761852264404297,68,0,3986128275,0,2592425190,-1,-1,-1,-1,-1,0
11124,1732679433.2266076,0.033942222595214844,68,0,1403982911,0,702050277,-1,-1,-1,-1,-1,0
11125,1732679434.70207,1.4754624366760254,140,0,1403982911,72,702050277,4,0,72,49219,0,0
11126,1732679434.7020705,4.76837158203125e-07,140,0,1403982911,72,702050277,-1,-1,-1,-1,-1,0
11127,1732679434.7021363,6.580352783203125e-05,80,1,702050277,0,1403982983,-1,-1,-1,-1,-1,0
11128,1732679434.708221,0.0060846805572509766,92,1,702050277,24,1403982983,5,0,24,49219,-1,0
11129,1732679434.7098682,0.0016472339630126953,68,0,1403982983,0,702050301,-1,-1,-1,-1,-1,0
11130,1732679435.316141,0.6062726974487305,140,0,1403982983,72,702050301,4,0,72,61508,2,0
11131,1732679435.3225005,0.006359577178955078,1516,1,702050301,1448,1403983055,-1,-1,-1,-1,-1,0
11132,1732679435.3225515,5.1021575927734375e-05,1516,1,702051749,1448,1403983055,-1,-1,-1,-1,-1,0
11133,1732679435.322578,2.6464462280273438e-05,1316,1,702053197,1248,1403983055,7,24,4120,61508,-1,1
11133,1732679435.322578,0.0,1316,1,702053197,1248,1403983055,5,0,24,61508,-1,0
11134,1732679435.3243053,0.0017273426055908203,68,0,1403983055,0,702053197,-1,-1,-1,-1,-1,0
11135,1732679435.3243055,2.384185791015625e-07,68,0,1403983055,0,702054445,-1,-1,-1,-1,-1,0
11136,1732679435.3243055,0.0,140,0,1403983055,72,702054445,4,0,72,61509,2,0
11137,1732679435.3246496,0.0003440380096435547,1516,1,702054445,1448,1403983127,-1,-1,-1,-1,-1,0
11138,1732679435.324696,4.649162292480469e-05,1516,1,702055893,1448,1403983127,-1,-1,-1,-1,-1,0
11139,1732679435.3247375,4.1484832763671875e-05,1516,1,702057341,1448,1403983127,-1,-1,-1,-1,-1,0
11140,1732679435.324751,1.33514404296875e-05,1516,1,702058789,1448,1403983127,-1,-1,-1,-1,-1,0
11141,1732679435.3247623,1.1444091796875e-05,1516,1,702060237,1448,1403983127,-1,-1,-1,-1,-1,0
11142,1732679435.3247733,1.0967254638671875e-05,1516,1,702061685,1448,1403983127,-1,-1,-1,-1,-1,0
11143,1732679435.3247852,1.1920928955078125e-05,1516,1,702063133,1448,1403983127,-1,-1,-1,-1,-1,0
11144,1732679435.3256316,0.0008463859558105469,1516,1,702064581,1448,1403983127,-1,-1,-1,-1,-1,0
11145,1732679435.3256674,3.5762786865234375e-05,1516,1,702066029,1448,1403983127,-1,-1,-1,-1,-1,0
11146,1732679435.32568,1.2636184692382812e-05,1516,1,702067477,1448,1403983127,-1,-1,-1,-1,-1,0
11147,1732679435.326285,0.0006048679351806641,68,0,1403983127,0,702057341,-1,-1,-1,-1,-1,0
11148,1732679435.3262851,2.384185791015625e-07,68,0,1403983127,0,702064581,-1,-1,-1,-1,-1,0
11149,1732679435.3263395,5.435943603515625e-05,1516,1,702068925,1448,1403983127,-1,-1,-1,-1,-1,0
11150,1732679435.3263693,2.9802322387695312e-05,1516,1,702070373,1448,1403983127,-1,-1,-1,-1,-1,0
11151,1732679435.3263817,1.239776611328125e-05,1516,1,702071821,1448,1403983127,-1,-1,-1,-1,-1,0
11152,1732679435.3263936,1.1920928955078125e-05,1516,1,702073269,1448,1403983127,-1,-1,-1,-1,-1,0
11153,1732679435.3264341,4.0531158447265625e-05,1516,1,702074717,1448,1403983127,-1,-1,-1,-1,-1,0
11154,1732679435.3264468,1.2636184692382812e-05,1516,1,702076165,1448,1403983127,-1,-1,-1,-1,-1,0
11155,1732679435.3264582,1.1444091796875e-05,1516,1,702077613,1448,1403983127,7,24,24600,61509,-1,0
11156,1732679435.3264697,1.1444091796875e-05,76,1,702079061,8,1403983127,5,0,24,61509,-1,0
11157,1732679435.328662,0.002192258834838867,68,0,1403983127,0,702068925,-1,-1,-1,-1,-1,0
11158,1732679435.3286624,4.76837158203125e-07,68,0,1403983127,0,702074717,-1,-1,-1,-1,-1,0
11159,1732679435.3286624,0.0,68,0,1403983127,0,702079069,-1,-1,-1,-1,-1,0
11160,1732679436.0328248,0.7041623592376709,140,0,3986128275,72,2592425190,4,0,72,90,2,0
11161,1732679436.0328252,4.76837158203125e-07,140,0,3986128275,72,2592425190,-1,-1,-1,-1,-1,0
11162,1732679436.0328732,4.792213439941406e-05,80,1,2592425190,0,3986128347,-1,-1,-1,-1,-1,0
11163,1732679436.0392268,0.006353616714477539,1516,1,2592425190,1448,3986128347,-1,-1,-1,-1,-1,0
11164,1732679436.0392773,5.054473876953125e-05,1516,1,2592426638,1448,3986128347,-1,-1,-1,-1,-1,0
11165,1732679436.0393045,2.7179718017578125e-05,1316,1,2592428086,1248,3986128347,7,24,4120,90,-1,1
11165,1732679436.0393045,0.0,1316,1,2592428086,1248,3986128347,5,0,24,90,-1,0
11166,1732679436.0409527,0.0016481876373291016,68,0,3986128347,0,2592428086,-1,-1,-1,-1,-1,0
11167,1732679436.0816464,0.04069375991821289,68,0,3986128347,0,2592429334,-1,-1,-1,-1,-1,0
11168,1732679436.5450454,0.46339893341064453,140,0,1403983127,72,702079069,4,0,72,70,2,0
11169,1732679436.5514708,0.006425380706787109,1516,1,702079069,1448,1403983199,-1,-1,-1,-1,-1,0
11170,1732679436.5515156,4.482269287109375e-05,1516,1,702080517,1448,1403983199,-1,-1,-1,-1,-1,0
11171,1732679436.551552,3.647804260253906e-05,1516,1,702081965,1448,1403983199,-1,-1,-1,-1,-1,0
11172,1732679436.551564,1.1920928955078125e-05,1516,1,702083413,1448,1403983199,-1,-1,-1,-1,-1,0
11173,1732679436.5515745,1.049041748046875e-05,1516,1,702084861,1448,1403983199,-1,-1,-1,-1,-1,0
11174,1732679436.5515847,1.0251998901367188e-05,1516,1,702086309,1448,1403983199,-1,-1,-1,-1,-1,0
11175,1732679436.5515947,1.0013580322265625e-05,1516,1,702087757,1448,1403983199,-1,-1,-1,-1,-1,0
11176,1732679436.5516183,2.3603439331054688e-05,1516,1,702089205,1448,1403983199,-1,-1,-1,-1,-1,0
11177,1732679436.5516293,1.0967254638671875e-05,1516,1,702090653,1448,1403983199,-1,-1,-1,-1,-1,0
