packet_size,,,tcp_seq,tcp_size,tcp_ack,nvme_packet_type,nvme_packet_pdo,nvme_packet_plen,nvme_cid,nvme_opc,remain_data
140,8.400002116104588e-08,0,3565901460,72,3323153300,4,0,72,4103,6,-1
1516,3.468299996711721e-05,1,3323156196,1448,3565901532,7,24,4120,18,-1,1
1516,0.0,1,3323156196,1448,3565901532,5,0,24,18,-1,-1
1116,9.875999978703476e-06,1,3323160540,1048,3565901532,7,24,4120,4103,-1,1
1116,0.0,1,3323160540,1048,3565901532,5,0,24,4103,-1,-1
140,3.1700000135970186e-07,0,3565901532,72,3323157644,4,0,72,19,2,-1
628,0.00013614300002018354,1,3323161588,560,3565901604,7,24,536,19,-1,1
628,0.0,1,3323161588,560,3565901604,5,0,24,19,-1,-1
140,2.1900001456742757e-07,0,3565901604,72,3323161588,4,0,72,4110,6,-1
1316,2.3944000020037493e-05,1,3323165044,1248,3565901676,7,24,4120,4110,-1,1
1316,0.0,1,3323165044,1248,3565901676,5,0,24,4110,-1,-1
140,0.001025800999968851,0,3565901676,72,3323166292,4,0,72,4111,6,-1
1316,2.8718999999455264e-05,1,3323169188,1248,3565901748,7,24,4120,4111,-1,1
1316,0.0,1,3323169188,1248,3565901748,5,0,24,4111,-1,-1
140,0.0022836109999957444,0,2051857179,72,121319609,4,0,72,17,2,-1
1316,2.3806000001513894e-05,1,121322505,1248,2051857251,7,24,4120,17,-1,1
1316,0.0,1,121322505,1248,2051857251,5,0,24,17,-1,-1
140,0.0011877410000238342,0,3565901748,72,3323170436,4,0,72,20,6,-1
1316,2.2480000041014137e-05,1,3323173332,1248,3565901820,7,24,4120,20,-1,1
1316,0.0,1,3323173332,1248,3565901820,5,0,24,20,-1,-1
140,3.989999868281302e-07,0,2051857251,72,121323753,4,0,72,18,2,-1
1316,2.4214000006850256e-05,1,121326649,1248,2051857323,7,24,4120,18,-1,1
1316,0.0,1,121326649,1248,2051857323,5,0,24,18,-1,-1
140,3.189999802089005e-07,0,2051857323,72,121327897,4,0,72,19,2,-1
1316,2.499599997918267e-05,1,121330793,1248,2051857395,7,24,4120,19,-1,1
1316,0.0,1,121330793,1248,2051857395,5,0,24,19,-1,-1
140,0.003545082000016464,0,1402262071,72,700432893,4,0,72,65,2,-1
1316,2.3554999984298775e-05,1,700435789,1248,1402262143,7,24,4120,65,-1,1
1316,0.0,1,700435789,1248,1402262143,5,0,24,65,-1,-1
140,2.8800002382922685e-07,0,1402262143,72,700437037,4,0,72,66,2,-1
1316,2.4923000012222474e-05,1,700439933,1248,1402262215,7,24,4120,66,-1,1
1316,0.0,1,700439933,1248,1402262215,5,0,24,66,-1,-1
140,2.7000004365618224e-07,0,1402262215,72,700441181,4,0,72,67,2,-1
1316,2.506300000959527e-05,1,700444077,1248,1402262287,7,24,4120,67,-1,1
1316,0.0,1,700444077,1248,1402262287,5,0,24,67,-1,-1
140,2.650000396897667e-07,0,1402262287,72,700445325,4,0,72,68,2,-1
1316,2.4341000028016424e-05,1,700448221,1248,1402262359,7,24,4120,68,-1,1
1316,0.0,1,700448221,1248,1402262359,5,0,24,68,-1,-1
140,2.630000039971492e-07,0,1402262359,72,700449469,4,0,72,69,2,-1
1316,2.39820000160762e-05,1,700452365,1248,1402262431,7,24,4120,69,-1,1
1316,0.0,1,700452365,1248,1402262431,5,0,24,69,-1,-1
140,3.549999973984086e-07,0,1402262431,72,700453613,4,0,72,70,2,-1
1316,3.408800000670453e-05,1,700456509,1248,1402262503,7,24,4120,70,-1,1
1316,0.0,1,700456509,1248,1402262503,5,0,24,70,-1,-1
140,2.2200003968464443e-07,0,1402262503,72,700457757,4,0,72,71,2,-1
1316,2.3214999998799613e-05,1,700460653,1248,1402262575,7,24,4120,71,-1,1
1316,0.0,1,700460653,1248,1402262575,5,0,24,71,-1,-1
140,2.520000066397188e-07,0,3983927219,72,2590964958,4,0,72,81,2,-1
1316,2.3838999993586185e-05,1,2590967854,1248,3983927291,7,24,4120,81,-1,1
1316,0.0,1,2590967854,1248,3983927291,5,0,24,81,-1,-1
140,1.0700000530050602e-07,0,3983927291,72,2590969102,4,0,72,82,2,-1
1316,2.4657999972532707e-05,1,2590971998,1248,3983927363,7,24,4120,82,-1,1
1316,0.0,1,2590971998,1248,3983927363,5,0,24,82,-1,-1
140,2.6200001457254984e-07,0,3983927363,72,2590973246,4,0,72,83,2,-1
1316,2.5893999975323823e-05,1,2590976142,1248,3983927435,7,24,4120,83,-1,1
1316,0.0,1,2590976142,1248,3983927435,5,0,24,83,-1,-1
140,2.680000079635647e-07,0,3983927435,72,2590977390,4,0,72,84,2,-1
1316,2.5219999997716513e-05,1,2590980286,1248,3983927507,7,24,4120,84,-1,1
1316,0.0,1,2590980286,1248,3983927507,5,0,24,84,-1,-1
140,2.699999868127634e-07,0,3983927507,72,2590981534,4,0,72,85,2,-1
1316,2.5287000028129114e-05,1,2590984430,1248,3983927579,7,24,4120,85,-1,1
1316,0.0,1,2590984430,1248,3983927579,5,0,24,85,-1,-1
140,2.1399995375759318e-07,0,1402262575,72,700461901,4,0,72,72,2,-1
1316,7.506999997985986e-05,1,700464797,1248,1402262647,7,24,4120,72,-1,1
1316,0.0,1,700464797,1248,1402262647,5,0,24,72,-1,-1
140,0.002372529000012946,0,1402262647,72,700466045,4,0,72,73,2,-1
1316,2.371700003322985e-05,1,700468941,1248,1402262719,7,24,4120,73,-1,1
1316,0.0,1,700468941,1248,1402262719,5,0,24,73,-1,-1
140,2.1400001060101204e-07,0,3983927579,72,2590985678,4,0,72,86,2,-1
1316,2.2554999986823532e-05,1,2590988574,1248,3983927651,7,24,4120,86,-1,1
1316,0.0,1,2590988574,1248,3983927651,5,0,24,86,-1,-1
140,2.5900004629875184e-07,0,3983927651,72,2590989822,4,0,72,87,2,-1
1316,2.4555999971198617e-05,1,2590992718,1248,3983927723,7,24,4120,87,-1,1
1316,0.0,1,2590992718,1248,3983927723,5,0,24,87,-1,-1
140,1.8600002249513636e-07,0,3983927723,72,2590993966,4,0,72,88,2,-1
1316,2.2615000034420518e-05,1,2590996862,1248,3983927795,7,24,4120,88,-1,1
1316,0.0,1,2590996862,1248,3983927795,5,0,24,88,-1,-1
140,2.639999934217485e-07,0,3983927795,72,2590998110,4,0,72,89,2,-1
1316,2.4112000005516165e-05,1,2591001006,1248,3983927867,7,24,4120,89,-1,1
1316,0.0,1,2591001006,1248,3983927867,5,0,24,89,-1,-1
140,1.0500002645130735e-07,0,3983927867,72,2591002254,4,0,72,90,2,-1
1316,2.5263999987146235e-05,1,2591005150,1248,3983927939,7,24,4120,90,-1,1
1316,0.0,1,2591005150,1248,3983927939,5,0,24,90,-1,-1
140,2.240000185338431e-07,0,3983927939,72,2591006398,4,0,72,91,2,-1
1316,2.3691000023973174e-05,1,2591009294,1248,3983928011,7,24,4120,91,-1,1
1316,0.0,1,2591009294,1248,3983928011,5,0,24,91,-1,-1
140,4.1000004102897947e-07,0,3983928011,72,2591010542,4,0,72,92,2,-1
1316,2.37749999882908e-05,1,2591013438,1248,3983928083,7,24,4120,92,-1,1
1316,0.0,1,2591013438,1248,3983928083,5,0,24,92,-1,-1
140,2.5800000003073364e-07,0,3983928083,72,2591014686,4,0,72,93,2,-1
1316,2.3556999963147973e-05,1,2591017582,1248,3983928155,7,24,4120,93,-1,1
1316,0.0,1,2591017582,1248,3983928155,5,0,24,93,-1,-1
140,2.489999815225019e-07,0,3983928155,72,2591018830,4,0,72,94,2,-1
1316,2.4703999997655046e-05,1,2591021726,1248,3983928227,7,24,4120,94,-1,1
1316,0.0,1,2591021726,1248,3983928227,5,0,24,94,-1,-1
140,2.2500000795844244e-07,0,3983928227,72,2591022974,4,0,72,95,2,-1
1316,2.317000001994529e-05,1,2591025870,1248,3983928299,7,24,4120,95,-1,1
1316,0.0,1,2591025870,1248,3983928299,5,0,24,95,-1,-1
140,3.9799999740353087e-07,0,3983928299,72,2591027118,4,0,72,96,2,-1
1316,2.3677999990923126e-05,1,2591030014,1248,3983928371,7,24,4120,96,-1,1
1316,0.0,1,2591030014,1248,3983928371,5,0,24,96,-1,-1
140,2.520000066397188e-07,0,3983928371,72,2591031262,4,0,72,4177,2,-1
1316,2.6425000044127955e-05,1,2591034158,1248,3983928443,7,24,4120,4177,-1,1
1316,0.0,1,2591034158,1248,3983928443,5,0,24,4177,-1,-1
140,3.9399998286171467e-07,0,3983928443,72,2591035406,4,0,72,4178,2,-1
1316,2.9233000020667532e-05,1,2591038302,1248,3983928515,7,24,4120,4178,-1,1
1316,0.0,1,2591038302,1248,3983928515,5,0,24,4178,-1,-1
140,3.8199999607968493e-07,0,3983928515,72,2591039550,4,0,72,4179,2,-1
1316,2.31380000172976e-05,1,2591042446,1248,3983928587,7,24,4120,4179,-1,1
1316,0.0,1,2591042446,1248,3983928587,5,0,24,4179,-1,-1
140,4.1900000269379234e-07,0,3983928587,72,2591043694,4,0,72,4180,2,-1
1316,2.4043999985678965e-05,1,2591046590,1248,3983928659,7,24,4120,4180,-1,1
1316,0.0,1,2591046590,1248,3983928659,5,0,24,4180,-1,-1
140,2.2300002910924377e-07,0,3983928659,72,2591047838,4,0,72,4181,2,-1
140,1.7100001059588976e-07,0,3983928731,72,2591047838,4,0,72,4182,2,-1
140,7.299996696019662e-08,0,3983928803,72,2591047838,4,0,72,4183,2,-1
140,8.900002512746141e-08,0,3983928875,72,2591047838,4,0,72,4184,2,-1
140,8.699998943484388e-08,0,3983928947,72,2591047838,4,0,72,4185,2,-1
1516,4.0372999990268e-05,1,2591050734,1448,3983929019,7,24,4120,4181,-1,1
1516,0.0,1,2591050734,1448,3983929019,5,0,24,4181,-1,-1
1516,1.2272000049051712e-05,1,2591059422,1448,3983929019,7,24,8216,4182,-1,1
1516,0.0,1,2591059422,1448,3983929019,5,0,24,4182,-1,-1
876,9.966999982680136e-06,1,2591084038,808,3983929019,7,24,24600,4183,-1,1
876,0.0,1,2591084038,808,3983929019,5,0,24,4183,-1,-1
740,9.980000015730184e-06,1,2591145662,672,3983929019,7,24,61464,4184,-1,1
740,0.0,1,2591145662,672,3983929019,5,0,24,4184,-1,-1
1116,2.909700003783655e-05,1,2591272310,1048,3983929019,7,24,127000,4185,-1,1
1116,0.0,1,2591272310,1048,3983929019,5,0,24,4185,-1,-1
140,0.0007319270000039069,0,3983929019,72,2591273358,4,0,72,4186,2,-1
420,3.010299997185939e-05,1,2591531102,352,3983929091,7,24,258072,4186,-1,1
420,0.0,1,2591531102,352,3983929091,5,0,24,4186,-1,-1
140,0.000856549999980416,0,3983929091,72,2591531454,4,0,72,4187,2,-1
140,1.800000291041215e-07,0,3983929163,72,2591531454,4,0,72,4188,2,-1
140,1.1200000926692155e-07,0,3983929235,72,2591531454,4,0,72,4189,2,-1
140,7.799997092661215e-08,0,3983929307,72,2591531454,4,0,72,4190,2,-1
140,0.0001361310000334015,0,3983929379,72,2591531454,4,0,72,4191,2,-1
140,8.899996828404255e-08,0,3983929451,72,2591531454,4,0,72,4192,2,-1
140,8.500001058564521e-08,0,3983929523,72,2591531454,4,0,72,8273,2,-1
140,8.099999604382901e-08,0,3983929595,72,2591531454,4,0,72,8274,2,-1
1516,0.00011127799996302201,1,2591547382,1448,3983929667,7,24,16408,4187,-1,1
1516,0.0,1,2591547382,1448,3983929667,5,0,24,4187,-1,-1
1516,9.400999999797932e-06,1,2591551726,1448,3983929667,7,24,4120,4188,-1,1
1516,0.0,1,2591551726,1448,3983929667,5,0,24,4188,-1,-1
1516,8.862000015597005e-06,1,2591558966,1448,3983929667,7,24,8216,4189,-1,1
1516,0.0,1,2591558966,1448,3983929667,5,0,24,4189,-1,-1
1516,9.283999986564595e-06,1,2591576342,1448,3983929667,7,24,16408,4190,-1,1
1516,0.0,1,2591576342,1448,3983929667,5,0,24,4190,-1,-1
1516,9.310999985245871e-06,1,2591661910,1448,3983929667,7,24,86040,4191,-1,1
1516,0.0,1,2591661910,1448,3983929667,5,0,24,4191,-1,-1
1516,1.4359999966018222e-05,1,2591686526,1448,3983929667,7,24,24600,4192,-1,1
1516,0.0,1,2591686526,1448,3983929667,5,0,24,4192,-1,-1
1004,1.4311999962046684e-05,1,2591727462,936,3983929667,7,24,40984,8273,-1,1
1004,0.0,1,2591727462,936,3983929667,5,0,24,8273,-1,-1
780,8.827999977256695e-06,1,2591764598,712,3983929667,7,24,36888,8274,-1,1
780,0.0,1,2591764598,712,3983929667,5,0,24,8274,-1,-1
140,1.899999801935337e-07,0,3983929667,72,2591765310,4,0,72,8275,2,-1
140,9.699999736767495e-08,0,3983929739,72,2591765310,4,0,72,8276,2,-1
140,8.000000661922968e-08,0,3983929811,72,2591765310,4,0,72,8277,2,-1
140,4.9052000008487084e-05,0,3983929883,72,2591765310,4,0,72,8278,2,-1
140,8.000000661922968e-08,0,3983929955,72,2591765310,4,0,72,8279,2,-1
1516,9.09699997464486e-06,1,2591821782,1448,3983930027,7,24,57368,8275,-1,1
1516,0.0,1,2591821782,1448,3983930027,5,0,24,8275,-1,-1
1516,1.1610000001383014e-05,1,2591886894,1448,3983930027,7,24,65560,8276,-1,1
1516,0.0,1,2591886894,1448,3983930027,5,0,24,8276,-1,-1
1460,8.828999966681295e-06,1,2591948382,1392,3983930027,7,24,61464,8277,-1,1
1460,0.0,1,2591948382,1392,3983930027,5,0,24,8277,-1,-1
1516,9.149999982582813e-06,1,2591977286,1448,3983930027,7,24,28696,8278,-1,1
1516,0.0,1,2591977286,1448,3983930027,5,0,24,8278,-1,-1
1516,8.982999986528739e-06,1,2591997558,1448,3983930027,7,24,20504,8279,-1,-1
84,1.8037999950593075e-05,1,2591999006,16,3983930027,5,0,24,8279,-1,-1
140,0.005934799000044677,0,3565901820,72,3323174580,4,0,72,21,6,-1
1316,2.120199997079908e-05,1,3323177476,1248,3565901892,7,24,4120,21,-1,1
1316,0.0,1,3323177476,1248,3565901892,5,0,24,21,-1,-1
140,9.900003306029248e-08,0,3565901892,72,3323178724,4,0,72,4104,6,-1
1316,2.1262000018396066e-05,1,3323181620,1248,3565901964,7,24,4120,4104,-1,1
1316,0.0,1,3323181620,1248,3565901964,5,0,24,4104,-1,-1
140,1.7700000398690463e-07,0,3565901964,72,3323182868,4,0,72,8198,6,-1
1316,2.1684999978788255e-05,1,3323185764,1248,3565902036,7,24,4120,8198,-1,1
1316,0.0,1,3323185764,1248,3565902036,5,0,24,8198,-1,-1
140,2.4375801520000095,0,3565902036,72,3323187012,4,0,72,16384,24,-1
92,8.406500001001405e-05,1,3323187012,24,3565902108,5,0,24,16384,-1,-1
140,1.2260768749999897,0,3565902108,72,3323187036,4,0,72,16385,24,-1
92,8.562200002870668e-05,1,3323187036,24,3565902180,5,0,24,16385,-1,-1
140,1.219020530000023,0,3565902180,72,3323187060,4,0,72,20480,24,-1
92,8.833699996557698e-05,1,3323187060,24,3565902252,5,0,24,20480,-1,-1
140,1.3379623149999702,0,3565902252,72,3323187084,4,0,72,20481,24,-1
92,9.173099999770784e-05,1,3323187084,24,3565902324,5,0,24,20481,-1,-1
140,1.226864212999999,0,3565902324,72,3323187108,4,0,72,24576,24,-1
92,7.804399996302891e-05,1,3323187108,24,3565902396,5,0,24,24576,-1,-1
140,1.329045332000021,0,3565902396,72,3323187132,4,0,72,24577,24,-1
92,8.418400000209658e-05,1,3323187132,24,3565902468,5,0,24,24577,-1,-1
140,1.3300083230000155,0,3565902468,72,3323187156,4,0,72,28672,24,-1
92,0.00011821600003258936,1,3323187156,24,3565902540,5,0,24,28672,-1,-1
140,1.226576858000044,0,3565902540,72,3323187180,4,0,72,28673,24,-1
92,7.184300000062649e-05,1,3323187180,24,3565902612,5,0,24,28673,-1,-1
140,1.2275709470000038,0,3565902612,72,3323187204,4,0,72,32768,24,-1
92,7.87399999921945e-05,1,3323187204,24,3565902684,5,0,24,32768,-1,-1
140,1.3295633740000312,0,3565902684,72,3323187228,4,0,72,32769,24,-1
92,8.552499997449559e-05,1,3323187228,24,3565902756,5,0,24,32769,-1,-1
140,1.3293338700000277,0,3565902756,72,3323187252,4,0,72,36864,24,-1
92,9.315500000184329e-05,1,3323187252,24,3565902828,5,0,24,36864,-1,-1
140,1.227183690000004,0,3565902828,72,3323187276,4,0,72,36865,24,-1
92,7.80710000185536e-05,1,3323187276,24,3565902900,5,0,24,36865,-1,-1
140,1.2260943429999998,0,3565902900,72,3323187300,4,0,72,40960,24,-1
92,8.470699998497366e-05,1,3323187300,24,3565902972,5,0,24,40960,-1,-1
140,1.329475107999997,0,3565902972,72,3323187324,4,0,72,40961,24,-1
92,0.00010384400002294569,1,3323187324,24,3565903044,5,0,24,40961,-1,-1
140,1.2269030950000115,0,3565903044,72,3323187348,4,0,72,45056,24,-1
92,9.139499996990708e-05,1,3323187348,24,3565903116,5,0,24,45056,-1,-1
140,1.329416411000011,0,3565903116,72,3323187372,4,0,72,45057,24,-1
92,7.8003999988141e-05,1,3323187372,24,3565903188,5,0,24,45057,-1,-1
140,1.2271188319999737,0,3565903188,72,3323187396,4,0,72,49152,24,-1
92,9.147700001221892e-05,1,3323187396,24,3565903260,5,0,24,49152,-1,-1
140,1.3275085349999927,0,3565903260,72,3323187420,4,0,72,49153,24,-1
92,8.559200000490819e-05,1,3323187420,24,3565903332,5,0,24,49153,-1,-1
140,1.227368155000022,0,3565903332,72,3323187444,4,0,72,53248,24,-1
92,9.26699999581615e-05,1,3323187444,24,3565903404,5,0,24,53248,-1,-1
140,1.3295330509999985,0,3565903404,72,3323187468,4,0,72,53249,24,-1
92,8.529399997314613e-05,1,3323187468,24,3565903476,5,0,24,53249,-1,-1
140,1.226880700000038,0,3565903476,72,3323187492,4,0,72,57344,24,-1
92,8.578699998906814e-05,1,3323187492,24,3565903548,5,0,24,57344,-1,-1
140,1.329553001000022,0,3565903548,72,3323187516,4,0,72,57345,24,-1
92,7.855400002654278e-05,1,3323187516,24,3565903620,5,0,24,57345,-1,-1
140,1.2271174069999802,0,3565903620,72,3323187540,4,0,72,61440,24,-1
92,7.774799996695947e-05,1,3323187540,24,3565903692,5,0,24,61440,-1,-1
140,1.3294749020000154,0,3565903692,72,3323187564,4,0,72,61441,24,-1
92,9.861600000249382e-05,1,3323187564,24,3565903764,5,0,24,61441,-1,-1
140,1.2249640969999973,0,3565903764,72,3323187588,4,0,72,0,24,-1
92,0.0001090150000209178,1,3323187588,24,3565903836,5,0,24,0,-1,-1
140,1.329768098000045,0,3565903836,72,3323187612,4,0,72,1,24,-1
92,0.00010045799996305504,1,3323187612,24,3565903908,5,0,24,1,-1,-1
140,1.2271936219999589,0,3565903908,72,3323187636,4,0,72,4096,24,-1
92,8.931499996833736e-05,1,3323187636,24,3565903980,5,0,24,4096,-1,-1
140,1.329053865999981,0,3565903980,72,3323187660,4,0,72,4097,24,-1
92,8.484900001803908e-05,1,3323187660,24,3565904052,5,0,24,4097,-1,-1
140,1.2269129809999981,0,3565904052,72,3323187684,4,0,72,8192,24,-1
92,8.611900000232708e-05,1,3323187684,24,3565904124,5,0,24,8192,-1,-1
140,1.3297237609999684,0,3565904124,72,3323187708,4,0,72,8193,24,-1
92,9.253500002159853e-05,1,3323187708,24,3565904196,5,0,24,8193,-1,-1
140,1.2184077989999764,0,3565904196,72,3323187732,4,0,72,12288,24,-1
92,8.194500003355643e-05,1,3323187732,24,3565904268,5,0,24,12288,-1,-1
140,1.337677880000001,0,3565904268,72,3323187756,4,0,72,12289,24,-1
92,0.00010280899999770554,1,3323187756,24,3565904340,5,0,24,12289,-1,-1
140,1.2270213530000547,0,3565904340,72,3323187780,4,0,72,16384,24,-1
92,8.512400000881826e-05,1,3323187780,24,3565904412,5,0,24,16384,-1,-1
140,1.3294256350000069,0,3565904412,72,3323187804,4,0,72,16385,24,-1
92,9.28089999661097e-05,1,3323187804,24,3565904484,5,0,24,16385,-1,-1
140,1.2183643380000149,0,3565904484,72,3323187828,4,0,72,20480,24,-1
92,8.874099995637152e-05,1,3323187828,24,3565904556,5,0,24,20480,-1,-1
140,1.337785359999998,0,3565904556,72,3323187852,4,0,72,20481,24,-1
92,8.929300003046592e-05,1,3323187852,24,3565904628,5,0,24,20481,-1,-1
140,1.2272115789999702,0,3565904628,72,3323187876,4,0,72,24576,24,-1
92,0.00010674100002461273,1,3323187876,24,3565904700,5,0,24,24576,-1,-1
140,1.3289994449999654,0,3565904700,72,3323187900,4,0,72,24577,24,-1
92,8.266200001116886e-05,1,3323187900,24,3565904772,5,0,24,24577,-1,-1
140,1.2274871639999674,0,3565904772,72,3323187924,4,0,72,28672,24,-1
92,7.789900001853312e-05,1,3323187924,24,3565904844,5,0,24,28672,-1,-1
140,1.3295285400000125,0,3565904844,72,3323187948,4,0,72,28673,24,-1
92,0.00014722699995672883,1,3323187948,24,3565904916,5,0,24,28673,-1,-1
140,1.2269069210000225,0,3565904916,72,3323187972,4,0,72,32768,24,-1
92,8.55979999982992e-05,1,3323187972,24,3565904988,5,0,24,32768,-1,-1
140,1.3294751479999718,0,3565904988,72,3323187996,4,0,72,32769,24,-1
92,0.00013109200000371857,1,3323187996,24,3565905060,5,0,24,32769,-1,-1
140,1.2259651040000108,0,3565905060,72,3323188020,4,0,72,36864,24,-1
92,0.00010177600000815801,1,3323188020,24,3565905132,5,0,24,36864,-1,-1
140,1.3289049780000255,0,3565905132,72,3323188044,4,0,72,36865,24,-1
92,7.809699997096686e-05,1,3323188044,24,3565905204,5,0,24,36865,-1,-1
140,1.2273352440000167,0,3565905204,72,3323188068,4,0,72,40960,24,-1
92,8.174799995686044e-05,1,3323188068,24,3565905276,5,0,24,40960,-1,-1
140,1.3285173980000309,0,3565905276,72,3323188092,4,0,72,40961,24,-1
92,8.440200002723941e-05,1,3323188092,24,3565905348,5,0,24,40961,-1,-1
140,1.2255794140000376,0,1402262719,72,700470189,4,0,72,74,2,-1
140,2.959999960694404e-07,0,3565905348,72,3323188116,4,0,72,45056,24,-1
92,0.00012041099995485638,1,3323188116,24,3565905420,5,0,24,45056,-1,-1
1316,2.181499996822822e-05,1,700473085,1248,1402262791,7,24,4120,74,-1,1
1316,0.0,1,700473085,1248,1402262791,5,0,24,74,-1,-1
140,1.0399998018328915e-07,0,1402262791,72,700474333,4,0,72,75,2,-1
1316,2.1408000009159878e-05,1,700477229,1248,1402262863,7,24,4120,75,-1,1
1316,0.0,1,700477229,1248,1402262863,5,0,24,75,-1,-1
140,2.4000001985768904e-07,0,1402262863,72,700478477,4,0,72,76,2,-1
1316,2.1250000031614036e-05,1,700481373,1248,1402262935,7,24,4120,76,-1,1
1316,0.0,1,700481373,1248,1402262935,5,0,24,76,-1,-1
140,3.1700000135970186e-07,0,1402262935,72,700482621,4,0,72,77,2,-1
1316,2.414099998304664e-05,1,700485517,1248,1402263007,7,24,4120,77,-1,1
1316,0.0,1,700485517,1248,1402263007,5,0,24,77,-1,-1
140,3.350000383761653e-07,0,1402263007,72,700486765,4,0,72,78,2,-1
1316,2.418799999759358e-05,1,700489661,1248,1402263079,7,24,4120,78,-1,1
1316,0.0,1,700489661,1248,1402263079,5,0,24,78,-1,-1
140,2.1500000002561137e-07,0,1402263079,72,700490909,4,0,72,79,2,-1
1316,2.321900001334143e-05,1,700493805,1248,1402263151,7,24,4120,79,-1,1
1316,0.0,1,700493805,1248,1402263151,5,0,24,79,-1,-1
140,3.9100001458791667e-07,0,1402263151,72,700495053,4,0,72,80,2,-1
1316,2.444900002274153e-05,1,700497949,1248,1402263223,7,24,4120,80,-1,1
1316,0.0,1,700497949,1248,1402263223,5,0,24,80,-1,-1
140,3.2399998417531606e-07,0,1402263223,72,700499197,4,0,72,4161,2,-1
1316,2.4260999964553775e-05,1,700502093,1248,1402263295,7,24,4120,4161,-1,1
1316,0.0,1,700502093,1248,1402263295,5,0,24,4161,-1,-1
140,3.440000000409782e-07,0,1402263295,72,700503341,4,0,72,4162,2,-1
1316,2.4166000002878718e-05,1,700506237,1248,1402263367,7,24,4120,4162,-1,1
1316,0.0,1,700506237,1248,1402263367,5,0,24,4162,-1,-1
140,4.0800000533636194e-07,0,1402263367,72,700507485,4,0,72,4163,2,-1
1316,2.3372999976345454e-05,1,700510381,1248,1402263439,7,24,4120,4163,-1,1
1316,0.0,1,700510381,1248,1402263439,5,0,24,4163,-1,-1
140,2.0699997094197897e-07,0,1402263439,72,700511629,4,0,72,4164,2,-1
1316,2.3393999981635716e-05,1,700514525,1248,1402263511,7,24,4120,4164,-1,1
1316,0.0,1,700514525,1248,1402263511,5,0,24,4164,-1,-1
140,2.0999999605919584e-07,0,1402263511,72,700515773,4,0,72,4165,2,-1
1316,2.534800000830728e-05,1,700518669,1248,1402263583,7,24,4120,4165,-1,1
1316,0.0,1,700518669,1248,1402263583,5,0,24,4165,-1,-1
140,2.670000185389654e-07,0,1402263583,72,700519917,4,0,72,4166,2,-1
1316,2.5398999980552617e-05,1,700522813,1248,1402263655,7,24,4120,4166,-1,1
1316,0.0,1,700522813,1248,1402263655,5,0,24,4166,-1,-1
140,2.699999868127634e-07,0,1402263655,72,700524061,4,0,72,4167,2,-1
1316,2.5116999950114405e-05,1,700526957,1248,1402263727,7,24,4120,4167,-1,1
1316,0.0,1,700526957,1248,1402263727,5,0,24,4167,-1,-1
140,3.9299999343711534e-07,0,1402263727,72,700528205,4,0,72,4168,2,-1
1316,2.2322000006624876e-05,1,700531101,1248,1402263799,7,24,4120,4168,-1,1
1316,0.0,1,700531101,1248,1402263799,5,0,24,4168,-1,-1
140,2.240000185338431e-07,0,1402263799,72,700532349,4,0,72,4169,2,-1
1316,2.5265999965995434e-05,1,700535245,1248,1402263871,7,24,4120,4169,-1,1
1316,0.0,1,700535245,1248,1402263871,5,0,24,4169,-1,-1
140,2.6600002911436604e-07,0,1402263871,72,700536493,4,0,72,4170,2,-1
1316,2.397100001871877e-05,1,700539389,1248,1402263943,7,24,4120,4170,-1,1
1316,0.0,1,700539389,1248,1402263943,5,0,24,4170,-1,-1
140,3.0300003572847345e-07,0,1402263943,72,700540637,4,0,72,4171,2,-1
1316,2.3413999997501378e-05,1,700543533,1248,1402264015,7,24,4120,4171,-1,1
1316,0.0,1,700543533,1248,1402264015,5,0,24,4171,-1,-1
140,2.0700002778539783e-07,0,1402264015,72,700544781,4,0,72,4172,2,-1
1316,2.315000000407963e-05,1,700547677,1248,1402264087,7,24,4120,4172,-1,1
1316,0.0,1,700547677,1248,1402264087,5,0,24,4172,-1,-1
140,2.58999989455333e-07,0,1402264087,72,700548925,4,0,72,4173,2,-1
1316,2.366499995787308e-05,1,700551821,1248,1402264159,7,24,4120,4173,-1,1
1316,0.0,1,700551821,1248,1402264159,5,0,24,4173,-1,-1
140,3.119999973932863e-07,0,1402264159,72,700553069,4,0,72,4174,2,-1
1316,2.3779999992257217e-05,1,700555965,1248,1402264231,7,24,4120,4174,-1,1
1316,0.0,1,700555965,1248,1402264231,5,0,24,4174,-1,-1
140,3.2799999871713226e-07,0,1402264231,72,700557213,4,0,72,4175,2,-1
1316,2.3938000026646478e-05,1,700560109,1248,1402264303,7,24,4120,4175,-1,1
1316,0.0,1,700560109,1248,1402264303,5,0,24,4175,-1,-1
140,2.449999669806857e-07,0,1402264303,72,700561357,4,0,72,4176,2,-1
1316,2.5571999969997705e-05,1,700564253,1248,1402264375,7,24,4120,4176,-1,1
1316,0.0,1,700564253,1248,1402264375,5,0,24,4176,-1,-1
140,2.640000502651674e-07,0,1402264375,72,700565501,4,0,72,8257,2,-1
1316,2.3660000010750082e-05,1,700568397,1248,1402264447,7,24,4120,8257,-1,1
1316,0.0,1,700568397,1248,1402264447,5,0,24,8257,-1,-1
140,2.87999966985808e-07,0,1402264447,72,700569645,4,0,72,8258,2,-1
1316,2.3508000026595255e-05,1,700572541,1248,1402264519,7,24,4120,8258,-1,1
