packet_size,,,tcp_seq,tcp_size,tcp_ack,nvme_packet_type,nvme_packet_pdo,nvme_packet_plen,nvme_cid,nvme_opc,remain_data
4236,1.280000105907675e-07,0,3988749691,4168,2592865566,4,72,4168,8276,1,-1
4236,0.00010838299999704759,0,3988753859,4168,2592865566,4,72,4168,16467,1,-1
8332,1.4099998679739656e-07,0,3988758027,8264,2592865566,4,72,8264,16466,1,-1
140,0.00021402700008366082,1,2592865566,72,3988766291,5,0,24,12373,-1,1
140,0.0,1,2592865566,72,3988766291,5,0,24,8276,-1,1
140,0.0,1,2592865566,72,3988766291,5,0,24,16467,-1,-1
92,3.445400000146037e-05,1,2592865638,24,3988766291,5,0,24,16466,-1,-1
140,0.9521850210001048,0,3988766291,72,2592865662,4,0,72,16470,2,-1
1316,2.8657000029852497e-05,1,2592868558,1248,3988766363,7,24,4120,16470,-1,1
1316,0.0,1,2592868558,1248,3988766363,5,0,24,16470,-1,-1
4236,3.2099990221468033e-07,0,3988766363,4168,2592869806,4,72,4168,16471,1,-1
92,0.00016361899997718865,1,2592869806,24,3988770531,5,0,24,16471,-1,-1
140,0.06980361500006893,0,2053422635,72,122243121,4,0,72,23,1,-1
92,0.00011149900001328206,1,122243121,24,2053422707,9,0,24,-1,-1,-1
3900,3.850099994906486e-05,0,2053451667,3832,122243145,6,24,32792,-1,-1,-1
92,0.00020490999997946346,1,122243145,24,2053455499,5,0,24,23,-1,-1
140,0.06652829099994051,0,2053455499,72,122243169,4,0,72,8216,2,-1
1316,2.6165999997829203e-05,1,122246065,1248,2053455571,7,24,4120,8216,-1,1
1316,0.0,1,122246065,1248,2053455571,5,0,24,8216,-1,-1
140,0.16657037999993918,0,1137216330,72,2671943463,4,0,72,57448,2,-1
1316,2.7031000058741483e-05,1,2671946359,1248,1137216402,7,24,4120,57448,-1,1
1316,0.0,1,2671946359,1248,1137216402,5,0,24,57448,-1,-1
140,0.2588732729999492,0,2053455571,72,122247313,4,0,72,26,2,-1
140,3.3700007406878285e-07,0,2053455643,72,122247313,4,0,72,25,2,-1
1516,1.248199998826749e-05,1,122254553,1448,2053455715,7,24,8216,25,-1,1
1516,0.0,1,122254553,1448,2053455715,5,0,24,25,-1,-1
868,3.2400000009147334e-05,1,122258897,800,2053455715,7,24,4120,26,-1,1
868,0.0,1,122258897,800,2053455715,5,0,24,26,-1,-1
140,0.19552296499989552,0,1405388991,72,702732861,4,0,72,28744,2,-1
820,1.1880999977620377e-05,1,702744445,752,1405389063,7,24,12312,28744,-1,1
820,0.0,1,702744445,752,1405389063,5,0,24,28744,-1,-1
140,1.0161103020000155,0,1137216402,72,2671947607,4,0,72,57450,1,-1
4236,3.60000058208243e-07,0,1137216474,4168,2671947607,4,72,4168,57449,1,-1
92,0.00017118799996751477,1,2671947607,24,1137220642,9,0,24,-1,-1,-1
92,0.0001437590000250566,1,2671947631,24,1137282906,5,0,24,57449,-1,-1
3116,2.1699997887481004e-07,0,1137287250,3048,2671947631,6,24,69656,-1,-1,-1
92,0.0003139020000162418,1,2671947655,24,1137290298,5,0,24,57450,-1,-1
140,3.879999894706998e-07,0,3988770531,72,2592869830,4,0,72,16472,1,-1
92,0.0001327490000448961,1,2592869830,24,3988770603,9,0,24,-1,-1,-1
4108,4.370000397102558e-07,0,3988819835,4040,2592869854,6,24,53272,-1,-1,-1
92,0.00018770200006201776,1,2592869854,24,3988823875,5,0,24,16472,-1,-1
140,0.0015448269999751574,0,3988823875,72,2592869878,4,0,72,28761,0,-1
92,0.004277540999964913,1,2592869878,24,3988823947,5,0,24,28761,-1,-1
4236,0.0017793050000136645,0,3988823947,4168,2592869902,4,72,4168,12377,1,-1
92,0.0020255520000773686,1,2592869902,24,3988828115,5,0,24,12377,-1,-1
140,0.031530010999972546,0,1137290298,72,2671947679,4,0,72,61547,0,-1
92,0.00017887800004245946,1,2671947679,24,1137290370,5,0,24,61547,-1,-1
5436,0.000558595000029527,0,1137293266,5368,2671947703,4,72,8264,57442,1,-1
16524,3.270000661359518e-07,0,1137298634,16456,2671947703,4,72,16456,57441,1,-1
8332,0.0001235099999803424,0,1137315090,8264,2671947703,4,72,8264,41072,1,-1
4236,1.2499992863013176e-07,0,1137323354,4168,2671947703,4,72,4168,49262,1,-1
4236,6.939700006114435e-05,0,1137327522,4168,2671947703,4,72,4168,53357,1,-1
164,0.00025863799999115145,1,2671947703,96,1137333138,5,0,24,57442,-1,1
164,0.0,1,2671947703,96,1137333138,5,0,24,57441,-1,1
164,0.0,1,2671947703,96,1137333138,5,0,24,41072,-1,1
164,0.0,1,2671947703,96,1137333138,5,0,24,49262,-1,-1
92,3.4381999967081356e-05,1,2671947799,24,1137333138,5,0,24,53357,-1,-1
1092,7.461500001681998e-05,0,1137338930,1024,2671947703,4,72,8264,49260,1,-1
92,0.00016449299994292232,1,2671947823,24,1137339954,5,0,24,49260,-1,-1
140,1.3918935909999846,0,3565910748,72,3323194036,4,0,72,0,24,-1
92,9.44649999610192e-05,1,3323194036,24,3565910820,5,0,24,0,-1,-1
140,0.08359879399995407,0,1137339954,72,2671947847,4,0,72,99,0,-1
92,0.0063022100000580394,1,2671947847,24,1137340026,5,0,24,99,-1,-1
140,0.7254524809999339,0,1137340026,72,2671947871,4,0,72,57444,2,-1
1316,6.126300002051721e-05,1,2671950767,1248,1137340098,7,24,4120,57444,-1,1
1316,0.0,1,2671950767,1248,1137340098,5,0,24,57444,-1,-1
140,1.0400003702670801e-07,0,1137340098,72,2671952015,4,0,72,101,2,-1
1316,2.7509000005920825e-05,1,2671954911,1248,1137340170,7,24,4120,101,-1,1
1316,0.0,1,2671954911,1248,1137340170,5,0,24,101,-1,-1
140,0.39984043999993446,0,2053455715,72,122259697,4,0,72,4123,2,-1
1316,2.5982000011026685e-05,1,122262593,1248,2053455787,7,24,4120,4123,-1,1
1316,0.0,1,122262593,1248,2053455787,5,0,24,4123,-1,-1
140,0.19626754499995513,0,1137340170,72,2671956159,4,0,72,61543,2,-1
140,3.190000370523194e-07,0,1137340242,72,2671956159,4,0,72,53350,2,-1
1516,1.1917000051653304e-05,1,2671963399,1448,1137340314,7,24,8216,53350,-1,1
1516,0.0,1,2671963399,1448,1137340314,5,0,24,53350,-1,-1
868,4.2679999978645355e-05,1,2671967743,800,1137340314,7,24,4120,61543,-1,1
868,0.0,1,2671967743,800,1137340314,5,0,24,61543,-1,-1
2044,0.0016147900000760274,0,1137354794,1976,2671968543,4,72,16456,61544,1,-1
92,0.00023477600007026922,1,2671968543,24,1137356770,5,0,24,61544,-1,-1
2044,0.002208784000004016,0,2053470267,1976,122263841,4,72,16456,28,1,-1
92,0.006222221000030004,1,122263841,24,2053472243,5,0,24,28,-1,-1
140,0.09246870200001922,0,1137356770,72,2671968567,4,0,72,61545,2,-1
1068,1.0924999969574856e-05,1,2671975807,1000,1137356842,7,24,8216,61545,-1,1
1068,0.0,1,2671975807,1000,1137356842,5,0,24,61545,-1,-1
140,2.1309683659999337,0,3988828115,72,2592869926,4,0,72,8282,1,-1
140,1.0999997357430402e-07,0,3565910820,72,3323194060,4,0,72,1,24,-1
92,0.00014438699997754156,1,2592869926,24,3988828187,9,0,24,-1,-1,-1
92,4.5462000002771674e-05,1,3323194060,24,3565910892,5,0,24,1,-1,-1
6924,0.000991428000020278,0,3988923755,6856,2592869950,6,24,102424,-1,-1,-1
92,0.006219302999966203,1,2592869950,24,3988930611,5,0,24,8282,-1,-1
140,0.0016588610000098925,0,1405389063,72,702745197,4,0,72,32841,1,-1
92,8.994500001335837e-05,1,702745197,24,1405389135,9,0,24,-1,-1,-1
4108,3.65999994755839e-07,0,1405438367,4040,702745221,6,24,53272,-1,-1,-1
92,0.00020890700000109064,1,702745221,24,1405442407,5,0,24,32841,-1,-1
140,0.0015826270000616205,0,1405442407,72,702745245,4,0,72,24650,0,-1
92,0.0008913849999316881,1,702745245,24,1405442479,5,0,24,24650,-1,-1
4236,0.0016126400000757712,0,1405442479,4168,702745269,4,72,4168,41034,1,-1
92,0.0017975580000211266,1,702745269,24,1405446647,5,0,24,41034,-1,-1
140,0.058071614000027694,0,1405446647,72,702745293,4,0,72,28747,0,-1
92,0.006625963000033153,1,702745293,24,1405446719,5,0,24,28747,-1,-1
5436,2.7400005819799844e-07,0,1405449615,5368,702745317,4,72,8264,32833,1,-1
140,1.0500002645130735e-07,0,1405454983,72,702745317,4,0,72,12368,1,-1
4236,1.0799999472510535e-07,0,1405455055,4168,702745317,4,72,4168,28751,1,-1
4236,0.00010503599992262025,0,1405459223,4168,702745317,4,72,4168,28750,1,-1
4236,1.1200006611034041e-07,0,1405463391,4168,702745317,4,72,4168,32845,1,-1
8332,1.1399993127270136e-07,0,1405467559,8264,702745317,4,72,8264,32844,1,-1
188,0.00019962999999734166,1,702745317,120,1405475823,9,0,24,-1,-1,1
188,0.0,1,702745317,120,1405475823,5,0,24,32833,-1,1
188,0.0,1,702745317,120,1405475823,5,0,24,28751,-1,1
188,0.0,1,702745317,120,1405475823,5,0,24,28750,-1,1
188,0.0,1,702745317,120,1405475823,5,0,24,32845,-1,-1
92,2.775599989490729e-05,1,702745437,24,1405475823,5,0,24,32844,-1,-1
8988,2.729999550865614e-07,0,1405487407,8920,702745461,6,24,20504,-1,-1,-1
92,0.0004572059999645717,1,702745461,24,1405496327,5,0,24,12368,-1,-1
140,0.8425431959999514,0,1137356842,72,2671976807,4,0,72,61546,2,-1
1316,2.8407000058905396e-05,1,2671979703,1248,1137356914,7,24,4120,61546,-1,1
1316,0.0,1,2671979703,1248,1137356914,5,0,24,61546,-1,-1
140,0.2987389789999497,0,1137356914,72,2671980951,4,0,72,57451,1,-1
92,0.00010097100005168613,1,2671980951,24,1137356986,9,0,24,-1,-1,-1
3196,0.00011596900003496557,0,1137374362,3128,2671980975,6,24,20504,-1,-1,-1
92,0.006002956999964226,1,2671980975,24,1137377490,5,0,24,57451,-1,-1
140,0.459626596000021,0,1137377490,72,2671980999,4,0,72,61537,2,-1
140,4.019999551019282e-07,0,1137377562,72,2671980999,4,0,72,41071,2,-1
324,1.1827999969682423e-05,1,2672001271,256,1137377634,7,24,20504,61537,-1,1
324,0.0,1,2672001271,256,1137377634,5,0,24,61537,-1,-1
1028,4.196300005787634e-05,1,2672033383,960,1137377634,7,24,32792,41071,-1,1
1028,0.0,1,2672033383,960,1137377634,5,0,24,41071,-1,-1
140,0.299848365999992,0,1405496327,72,702745485,4,0,72,36930,1,-1
92,0.00010751000002073852,1,702745485,24,1405496399,9,0,24,-1,-1,-1
10188,0.0018445780000320156,0,1405510879,10120,702745509,6,24,24600,-1,-1,-1
92,0.0061265560000265396,1,702745509,24,1405520999,5,0,24,36930,-1,-1
140,0.02321141400000215,0,1137377634,72,2672034343,4,0,72,61538,2,-1
1316,2.702599999793165e-05,1,2672037239,1248,1137377706,7,24,4120,61538,-1,1
1316,0.0,1,2672037239,1248,1137377706,5,0,24,61538,-1,-1
140,0.6649173339999379,0,2053472243,72,122263865,4,0,72,57374,2,-1
140,4.590000344251166e-07,0,2053472315,72,122263865,4,0,72,57373,2,-1
1516,5.439700009901571e-05,1,122284137,1448,2053472387,7,24,20504,57373,-1,1
1516,0.0,1,122284137,1448,2053472387,5,0,24,57373,-1,-1
828,1.8524999973124068e-05,1,122300065,760,2053472387,7,24,16408,57374,-1,1
828,0.0,1,122300065,760,2053472387,5,0,24,57374,-1,-1
140,0.399093553000057,0,2053472387,72,122300825,4,0,72,53280,2,-1
140,3.7899997096246807e-07,0,2053472459,72,122300825,4,0,72,57375,2,-1
1516,1.245700002527883e-05,1,122308065,1448,2053472531,7,24,8216,57375,-1,1
1516,0.0,1,122308065,1448,2053472531,5,0,24,57375,-1,-1
868,1.2666999964494607e-05,1,122312409,800,2053472531,7,24,4120,53280,-1,1
868,0.0,1,122312409,800,2053472531,5,0,24,53280,-1,-1
140,0.0007242350000069564,0,2053472531,72,122313209,4,0,72,12305,1,-1
92,6.813000004513015e-05,1,122313209,24,2053472603,9,0,24,-1,-1,-1
4396,5.179000004318368e-05,0,2053492875,4328,122313233,6,24,24600,-1,-1,-1
92,0.00013812899999265937,1,122313233,24,2053497203,5,0,24,12305,-1,-1
140,1.072004404999916,0,3988930611,72,2592869974,4,0,72,93,1,-1
4236,3.390000529179815e-07,0,3988930683,4168,2592869974,4,72,4168,4188,1,-1
140,1.0799999472510535e-07,0,3988934851,72,2592869974,4,0,72,4187,1,-1
116,0.0001411270000062359,1,2592869974,48,3988934923,9,0,24,-1,-1,1
116,0.0,1,2592869974,48,3988934923,9,0,24,-1,-1,-1
21788,2.620000714159687e-07,0,3988984155,21720,2592870022,6,24,57368,-1,-1,-1
116,0.0004128699999910168,1,2592870022,48,3989030419,5,0,24,93,-1,1
116,0.0,1,2592870022,48,3989030419,5,0,24,4188,-1,-1
6772,2.4999997094710125e-07,0,3989034763,6704,2592870022,6,24,49176,-1,-1,-1
92,0.00018783500001973152,1,2592870070,24,3989041467,5,0,24,4187,-1,-1
140,2.450000238241046e-07,0,1405520999,72,702745533,4,0,72,32835,1,-1
92,9.067799999229464e-05,1,702745533,24,1405521071,9,0,24,-1,-1,-1
12300,2.970000423374586e-07,0,1405570303,12232,702745557,6,24,61464,-1,-1,-1
92,0.00016297399997711182,1,702745557,24,1405582535,5,0,24,32835,-1,-1
140,0.0016639620000660216,0,1405582535,72,702745581,4,0,72,32836,0,-1
92,0.0008595809999860649,1,702745581,24,1405582607,5,0,24,32836,-1,-1
1340,4.4355999989420525e-05,0,1405585503,1272,702745605,4,72,4168,41028,1,-1
92,0.0017817799999875206,1,702745605,24,1405586775,5,0,24,41028,-1,-1
140,0.042682837000029394,0,3989041467,72,2592870094,4,0,72,32862,0,-1
92,0.00020493199997417832,1,2592870094,24,3989041539,5,0,24,32862,-1,-1
5436,0.00038841200000661047,0,3989044435,5368,2592870118,4,72,8264,16469,1,-1
140,4.0600002648716327e-07,0,3989049803,72,2592870118,4,0,72,12372,1,-1
4236,1.4099998679739656e-07,0,3989049875,4168,2592870118,4,72,4168,20563,1,-1
8332,0.00014489900001990463,0,3989054043,8264,2592870118,4,72,8264,20562,1,-1
4236,1.0799999472510535e-07,0,3989062307,4168,2592870118,4,72,4168,12369,1,-1
4236,8.24329999886686e-05,0,3989066475,4168,2592870118,4,72,4168,41056,1,-1
8332,1.8200000795332016e-07,0,3989070643,8264,2592870118,4,72,8264,41055,1,-1
212,0.0002656520000527962,1,2592870118,144,3989078907,5,0,24,16469,-1,1
212,0.0,1,2592870118,144,3989078907,9,0,24,-1,-1,1
212,0.0,1,2592870118,144,3989078907,5,0,24,20563,-1,1
212,0.0,1,2592870118,144,3989078907,5,0,24,20562,-1,1
212,0.0,1,2592870118,144,3989078907,5,0,24,12369,-1,1
212,0.0,1,2592870118,144,3989078907,5,0,24,41056,-1,-1
92,3.932399999939662e-05,1,2592870262,24,3989078907,5,0,24,41055,-1,-1
8988,1.2999998943996616e-07,0,3989090491,8920,2592870286,6,24,20504,-1,-1,-1
92,0.0002395520000391116,1,2592870286,24,3989099411,5,0,24,12372,-1,-1
140,1.4852054399999588,0,1137377706,72,2672038487,4,0,72,4195,0,-1
92,0.005922783999949388,1,2672038487,24,1137377778,5,0,24,4195,-1,-1
140,0.7099211119999609,0,1137377778,72,2672038511,4,0,72,61540,2,-1
1316,3.278999997746723e-05,1,2672041407,1248,1137377850,7,24,4120,61540,-1,1
1316,0.0,1,2672041407,1248,1137377850,5,0,24,61540,-1,-1
140,1.199999815071351e-07,0,1137377850,72,2672042655,4,0,72,4197,1,-1
92,0.0001790499999287931,1,2672042655,24,1137377922,9,0,24,-1,-1,-1
12588,1.4399995507119456e-07,0,1137398194,12520,2672042679,6,24,32792,-1,-1,-1
92,0.00025712600006499997,1,2672042679,24,1137410714,5,0,24,4197,-1,-1
140,1.1729624719999947,0,1137410714,72,2672042703,4,0,72,57446,2,-1
572,3.6374000046635047e-05,1,2672058631,504,1137410786,7,24,16408,57446,-1,1
572,0.0,1,2672058631,504,1137410786,5,0,24,57446,-1,-1
140,0.19528388100002303,0,1405586775,72,702745629,4,0,72,41029,2,-1
820,3.6800999964725634e-05,1,702757213,752,1405586847,7,24,12312,41029,-1,1
820,0.0,1,702757213,752,1405586847,5,0,24,41029,-1,-1
140,0.8103989069999216,0,3989099411,72,2592870310,4,0,72,20566,1,-1
92,0.00010980600006860186,1,2592870310,24,3989099483,9,0,24,-1,-1,-1
6092,0.0016969959999642015,0,3989113963,6024,2592870334,6,24,20504,-1,-1,-1
92,0.00619485800007169,1,2592870334,24,3989119987,5,0,24,20566,-1,-1
140,0.0018075660000249627,0,3989119987,72,2592870358,4,0,72,20567,1,-1
92,0.00011791199995059287,1,2592870358,24,3989120059,9,0,24,-1,-1,-1
10396,2.8500005555542884e-07,0,3989154811,10328,2592870382,6,24,45080,-1,-1,-1
92,0.000178778000076818,1,2592870382,24,3989165139,5,0,24,20567,-1,-1
140,0.0016692709999688304,0,3989165139,72,2592870406,4,0,72,36952,0,-1
92,0.0011108730000159994,1,2592870406,24,3989165211,5,0,24,36952,-1,-1
4236,0.0015425779999986844,0,3989165211,4168,2592870430,4,72,4168,20568,1,-1
92,0.001969346000009864,1,2592870430,24,3989169379,5,0,24,20568,-1,-1
140,0.08120012400001997,0,3989169379,72,2592870454,4,0,72,41049,0,-1
92,0.0063706580000371105,1,2592870454,24,3989169451,5,0,24,41049,-1,-1
5436,2.4400003439950524e-07,0,3989172347,5368,2592870478,4,72,8264,16465,1,-1
12428,9.799998679227429e-08,0,3989177715,12360,2592870478,4,72,12360,49246,1,-1
4236,0.00012654600004680105,0,3989190075,4168,2592870478,4,72,4168,4189,1,-1
4236,9.699999736767495e-08,0,3989194243,4168,2592870478,4,72,4168,8284,1,-1
4236,1.3199996828916483e-07,0,3989198411,4168,2592870478,4,72,4168,8283,1,-1
8332,6.334299996524351e-05,0,3989202579,8264,2592870478,4,72,8264,12378,1,-1
188,0.00023986899998362787,1,2592870478,120,3989210843,5,0,24,16465,-1,1
188,0.0,1,2592870478,120,3989210843,5,0,24,49246,-1,1
188,0.0,1,2592870478,120,3989210843,5,0,24,4189,-1,1
188,0.0,1,2592870478,120,3989210843,5,0,24,8284,-1,1
188,0.0,1,2592870478,120,3989210843,5,0,24,8283,-1,-1
92,2.7988999931949365e-05,1,2592870598,24,3989210843,5,0,24,12378,-1,-1
140,0.5610521080000126,0,1405586847,72,702757965,4,0,72,45126,2,-1
1316,2.5739000079738616e-05,1,702760861,1248,1405586919,7,24,4120,45126,-1,1
1316,0.0,1,702760861,1248,1405586919,5,0,24,45126,-1,-1
140,0.9134139100000311,0,1405586919,72,702762109,4,0,72,41031,1,-1
92,9.911099994042161e-05,1,702762109,24,1405586991,9,0,24,-1,-1,-1
3900,1.1700001323333709e-07,0,1405615951,3832,702762133,6,24,32792,-1,-1,-1
92,0.005994607000047836,1,702762133,24,1405619783,5,0,24,41031,-1,-1
140,0.0016832610000392378,0,1405619783,72,702762157,4,0,72,36936,0,-1
92,0.001015898999980891,1,702762157,24,1405619855,5,0,24,36936,-1,-1
4236,0.0018226910000294083,0,1405619855,4168,702762181,4,72,4168,32840,1,-1
92,0.0019446300000254269,1,702762181,24,1405624023,5,0,24,32840,-1,-1
140,0.022346799000047213,0,1405624023,72,702762205,4,0,72,41033,0,-1
92,0.00018111600002157502,1,702762205,24,1405624095,5,0,24,41033,-1,-1
2788,0.000378114000000096,0,1405625543,2720,702762229,4,72,4168,45124,1,-1
4236,2.3900008727650857e-07,0,1405628263,4168,702762229,4,72,4168,36931,1,-1
4236,9.699999736767495e-08,0,1405632431,4168,702762229,4,72,4168,41026,1,-1
4236,0.0001117279999789389,0,1405636599,4168,702762229,4,72,4168,36929,1,-1
4236,9.799998679227429e-08,0,1405640767,4168,702762229,4,72,4168,36939,1,-1
8332,1.1500003438413842e-07,0,1405644935,8264,702762229,4,72,8264,45130,1,-1
188,0.00022735900006409793,1,702762229,120,1405653199,5,0,24,45124,-1,1
188,0.0,1,702762229,120,1405653199,5,0,24,36931,-1,1
188,0.0,1,702762229,120,1405653199,5,0,24,41026,-1,1
188,0.0,1,702762229,120,1405653199,5,0,24,36929,-1,1
188,0.0,1,702762229,120,1405653199,5,0,24,36939,-1,-1
92,2.9616999995596416e-05,1,702762349,24,1405653199,5,0,24,45130,-1,-1
140,0.836266462000026,0,3989210843,72,2592870622,4,0,72,24658,2,-1
1316,2.5811000000430795e-05,1,2592873518,1248,3989210915,7,24,4120,24658,-1,1
1316,0.0,1,2592873518,1248,3989210915,5,0,24,24658,-1,-1
140,0.3052121329999409,0,1405653199,72,702762373,4,0,72,36936,2,-1
140,3.08000039694889e-07,0,1405653271,72,702762373,4,0,72,45127,2,-1
140,1.2479999895731453e-06,0,1405653343,72,702762373,4,0,72,49222,2,-1
140,9.500001851847628e-08,0,1405653415,72,702762373,4,0,72,45125,2,-1
1516,5.115299995850364e-05,1,702765269,1448,1405653487,7,24,4120,45125,-1,1
1516,0.0,1,702765269,1448,1405653487,5,0,24,45125,-1,-1
1516,1.1436000022513326e-05,1,702769613,1448,1405653487,7,24,4120,49222,-1,1
1516,0.0,1,702769613,1448,1405653487,5,0,24,49222,-1,-1
1516,3.354600005422981e-05,1,702773957,1448,1405653487,7,24,4120,36936,-1,1
1516,0.0,1,702773957,1448,1405653487,5,0,24,36936,-1,-1
1172,0.00026362100004462263,1,702794229,1104,1405653487,7,24,20504,45127,-1,1
1172,0.0,1,702794229,1104,1405653487,5,0,24,45127,-1,-1
140,3.440000000409782e-07,0,1405653487,72,702776853,4,0,72,36937,1,-1
92,0.00012147899997216882,1,702795333,24,1405653559,9,0,24,-1,-1,-1
10188,0.0019275639999705163,0,1405668039,10120,702795357,6,24,24600,-1,-1,-1
92,0.0001785489999974743,1,702795357,24,1405678159,5,0,24,36937,-1,-1
140,0.8659400579999783,0,1405678159,72,702795381,4,0,72,36940,1,-1
92,9.604900003523653e-05,1,702795381,24,1405678231,9,0,24,-1,-1,-1
6092,0.0018379670000285842,0,1405692711,6024,702795405,6,24,20504,-1,-1,-1
92,0.00600274900000386,1,702795405,24,1405698735,5,0,24,36940,-1,-1
140,0.0017058319999705418,0,1405698735,72,702795429,4,0,72,45133,0,-1
92,0.0011265580000099362,1,702795429,24,1405698807,5,0,24,45133,-1,-1
4236,0.0017695529999173232,0,1405698807,4168,702795453,4,72,4168,36941,1,-1
92,0.0020040490001065336,1,702795453,24,1405702975,5,0,24,36941,-1,-1
140,0.02910136799994234,0,1137410786,72,2672059135,4,0,72,8295,0,-1
92,0.00018642500003807072,1,2672059135,24,1137410858,5,0,24,8295,-1,-1
4236,3.000000106112566e-07,0,1137410858,4168,2672059159,4,72,4168,106,1,-1
4236,0.00011539700005869236,0,1137415026,4168,2672059159,4,72,4168,105,1,-1
116,0.00015246800001023075,1,2672059159,48,1137424986,5,0,24,106,-1,1
116,0.0,1,2672059159,48,1137424986,5,0,24,105,-1,-1
2540,0.0013105919999816251,0,1137424986,2472,2672059159,4,72,8264,104,1,-1
92,0.0001345979999314295,1,2672059207,24,1137427458,5,0,24,104,-1,-1
140,0.6232661469999812,0,2053497203,72,122313257,4,0,72,12306,2,-1
1316,2.417600001081155e-05,1,122316153,1248,2053497275,7,24,4120,12306,-1,1
1316,0.0,1,122316153,1248,2053497275,5,0,24,12306,-1,-1
140,8.699998943484388e-08,0,2053497275,72,122317401,4,0,72,16403,2,-1
1316,2.502099994217133e-05,1,122320297,1248,2053497347,7,24,4120,16403,-1,1
1316,0.0,1,122320297,1248,2053497347,5,0,24,16403,-1,-1
140,3.0700005027028965e-07,0,2053497347,72,122321545,4,0,72,4119,2,-1
140,1.1899999208253575e-07,0,2053497419,72,122321545,4,0,72,8214,2,-1
140,9.500001851847628e-08,0,2053497491,72,122321545,4,0,72,8213,2,-1
140,9.999996564147295e-08,0,2053497563,72,122321545,4,0,72,20,2,-1
1516,4.1641000052550226e-05,1,122324441,1448,2053497635,7,24,4120,4119,-1,1
1516,0.0,1,122324441,1448,2053497635,5,0,24,4119,-1,-1
140,9.400002909387695e-08,0,2053497635,72,122331681,4,0,72,12312,2,-1
1516,1.1184999948454788e-05,1,122346161,1448,2053497635,7,24,20504,8214,-1,1
1516,0.0,1,122346161,1448,2053497635,5,0,24,8214,-1,-1
1124,0.0006632229999468109,1,122353401,1056,2053497707,7,24,8216,8213,-1,1
1124,0.0,1,122353401,1056,2053497707,5,0,24,8213,-1,-1
1068,1.1779000033129705e-05,1,122361697,1000,2053497707,7,24,8216,20,-1,1
1068,0.0,1,122361697,1000,2053497707,5,0,24,20,-1,-1
1068,1.135299999077688e-05,1,122369937,1000,2053497707,7,24,8216,12312,-1,1
1068,0.0,1,122369937,1000,2053497707,5,0,24,12312,-1,-1
140,0.18864669000004142,0,2053497707,72,122370937,4,0,72,4121,2,-1
1316,4.56159999657757e-05,1,122373833,1248,2053497779,7,24,4120,4121,-1,1
1316,0.0,1,122373833,1248,2053497779,5,0,24,4121,-1,-1
140,0.07092209999996157,0,2053497779,72,122375081,4,0,72,4122,2,-1
1316,2.036899991253449e-05,1,122377977,1248,2053497851,7,24,4120,4122,-1,1
1316,0.0,1,122377977,1248,2053497851,5,0,24,4122,-1,-1
140,0.9976133200000277,0,3989210915,72,2592874766,4,0,72,24659,1,-1
92,0.00010235000002012384,1,2592874766,24,3989210987,9,0,24,-1,-1,-1
6092,0.001752071999931104,0,3989225467,6024,2592874790,6,24,20504,-1,-1,-1
92,0.0061232299999574025,1,2592874790,24,3989231491,5,0,24,24659,-1,-1
140,0.2540893940000615,0,1137427458,72,2672059231,4,0,72,61547,2,-1
1316,4.0366000007452385e-05,1,2672062127,1248,1137427530,7,24,4120,61547,-1,1
1316,0.0,1,2672062127,1248,1137427530,5,0,24,61547,-1,-1
140,1.4872869429999582,0,3565910892,72,3323194084,4,0,72,4096,24,-1
140,3.5899995509680593e-07,0,1405702975,72,702795477,4,0,72,16464,1,-1
4236,1.1530000847415067e-06,0,1405703047,4168,702795477,4,72,4168,32847,1,-1
140,9.899997621687362e-08,0,1405707215,72,702795477,4,0,72,32846,1,-1
92,9.498100007476751e-05,1,3323194084,24,3565910964,5,0,24,4096,-1,-1
116,0.00011472899996078922,1,702795477,48,1405707287,9,0,24,-1,-1,1
116,0.0,1,702795477,48,1405707287,9,0,24,-1,-1,-1
20340,0.00136929199993574,0,1405750727,20272,702795525,6,24,45080,-1,-1,-1
116,0.00019171300004927616,1,702795525,48,1405779687,5,0,24,32847,-1,1
116,0.0,1,702795525,48,1405779687,5,0,24,16464,-1,-1
4372,0.0015654210000093371,0,1405801335,4304,702795525,6,24,53272,-1,-1,-1
92,0.00018930699991415167,1,702795573,24,1405805639,5,0,24,32846,-1,-1
140,2.640000502651674e-07,0,1405805639,72,702795597,4,0,72,41025,1,-1
92,0.00010245900000427355,1,702795597,24,1405805711,9,0,24,-1,-1,-1
17140,2.6699990485212766e-07,0,1405841911,17072,702795621,6,24,53272,-1,-1,-1
92,0.00015422900003159157,1,702795621,24,1405858983,5,0,24,41025,-1,-1
140,0.0015256140000019514,0,1405858983,72,702795645,4,0,72,49218,0,-1
92,0.0008898570000610562,1,702795645,24,1405859055,5,0,24,49218,-1,-1
4236,0.0019225839999990058,0,1405859055,4168,702795669,4,72,4168,45122,1,-1
92,0.0020263169999452657,1,702795669,24,1405863223,5,0,24,45122,-1,-1
140,0.07430355400003918,0,3989231491,72,2592874814,4,0,72,45140,0,-1
92,0.0063190659999463605,1,2592874814,24,3989231563,5,0,24,45140,-1,-1
5436,9.59998942562379e-08,0,3989234459,5368,2592874838,4,72,8264,20561,1,-1
4236,1.0000007932831068e-07,0,3989239827,4168,2592874838,4,72,4168,45152,1,-1
